State,District,Market,Commodity Group,Commodity,Variety,Grade,Min Price,Max Price,Modal Price,Price Unit,Arrival Quantity,Arrival Unit,Arrival Date
Karnataka,Shimoga,Bhadravathi APMC,Cereals,Rice,Medium,Local,"3,000.00","3,000.00","3,000.00",Rs./Quintal,5.1,Metric Tonnes,10-12-2025
Karnataka,Shimoga,Bhadravathi APMC,Cereals,Rice,Medium,Local,"2,400.00","3,000.00","2,418.00",Rs./Quintal,262.1,Metric Tonnes,09-12-2025
Karnataka,Shimoga,Bhadravathi APMC,Cereals,Rice,Medium,Local,"2,400.00","4,800.00","2,400.00",Rs./Quintal,64.5,Metric Tonnes,09-01-2026
Karnataka,Shimoga,Bhadravathi APMC,Cereals,Rice,Medium,Local,"2,500.00","3,500.00","2,763.00",Rs./Quintal,38.1,Metric Tonnes,08-12-2025
Karnataka,Shimoga,Bhadravathi APMC,Cereals,Rice,Medium,Local,"2,500.00","4,500.00","2,500.00",Rs./Quintal,19.2,Metric Tonnes,08-01-2026
Karnataka,Shimoga,Bhadravathi APMC,Cereals,Rice,Medium,Local,"2,500.00","2,500.00","2,500.00",Rs./Quintal,20,Metric Tonnes,07-01-2026
Karnataka,Shimoga,Bhadravathi APMC,Cereals,Rice,Medium,Local,"2,500.00","2,500.00","2,500.00",Rs./Quintal,18,Metric Tonnes,06-01-2026
Karnataka,Shimoga,Bhadravathi APMC,Cereals,Rice,Medium,Local,"2,400.00","4,200.00","2,500.00",Rs./Quintal,91.5,Metric Tonnes,05-01-2026
Karnataka,Shimoga,Bhadravathi APMC,Cereals,Rice,Medium,Local,"3,000.00","3,000.00","3,000.00",Rs./Quintal,8.4,Metric Tonnes,04-12-2025
Karnataka,Shimoga,Bhadravathi APMC,Cereals,Rice,Medium,Local,"2,500.00","3,000.00","2,663.00",Rs./Quintal,40.9,Metric Tonnes,03-12-2025
Karnataka,Shimoga,Bhadravathi APMC,Cereals,Rice,Medium,Local,"2,500.00","2,500.00","2,500.00",Rs./Quintal,20,Metric Tonnes,03-01-2026
Karnataka,Shimoga,Bhadravathi APMC,Cereals,Rice,Medium,Local,"2,350.00","2,500.00","2,446.00",Rs./Quintal,28,Metric Tonnes,02-12-2025
Karnataka,Shimoga,Bhadravathi APMC,Cereals,Rice,Medium,Local,"2,400.00","2,500.00","2,500.00",Rs./Quintal,68,Metric Tonnes,02-01-2026
Karnataka,Shimoga,Bhadravathi APMC,Cereals,Rice,Medium,Local,"2,500.00","2,500.00","2,500.00",Rs./Quintal,53,Metric Tonnes,01-12-2025
Karnataka,Shimoga,Bhadravathi APMC,Cereals,Rice,Broken Rice,Local,"2,150.00","2,150.00","2,150.00",Rs./Quintal,44.2,Metric Tonnes,01-01-2026
Karnataka,Shimoga,Shimoga APMC,Cereals,Rice,Medium,Local,"2,350.00","2,500.00","2,450.00",Rs./Quintal,163,Metric Tonnes,29-11-2025
Karnataka,Shimoga,Shimoga APMC,Cereals,Rice,Coarse,Local,"2,300.00","2,500.00","2,400.00",Rs./Quintal,126.6,Metric Tonnes,10-11-2025
Karnataka,Tumkur,Tumkur APMC,Cereals,Rice,Other,Local,"3,400.00","5,800.00","4,200.00",Rs./Quintal,124.5,Metric Tonnes,29-12-2025
Karnataka,Tumkur,Tumkur APMC,Cereals,Rice,Other,Local,"3,600.00","5,800.00","4,600.00",Rs./Quintal,"13,870.50",Metric Tonnes,26-11-2025
Karnataka,Tumkur,Tumkur APMC,Cereals,Rice,Other,Local,"3,400.00","5,800.00","4,200.00",Rs./Quintal,42,Metric Tonnes,24-12-2025
Karnataka,Tumkur,Tumkur APMC,Cereals,Rice,Other,Local,"3,600.00","4,650.00","3,900.00",Rs./Quintal,97.5,Metric Tonnes,16-12-2025
Karnataka,Tumkur,Tumkur APMC,Cereals,Rice,Other,Local,"3,400.00","6,100.00","4,400.00",Rs./Quintal,32.5,Metric Tonnes,15-01-2026
Karnataka,Tumkur,Tumkur APMC,Cereals,Rice,Other,Local,"3,500.00","5,800.00","4,500.00",Rs./Quintal,138.8,Metric Tonnes,14-11-2025
Karnataka,Tumkur,Tumkur APMC,Cereals,Rice,Other,Local,"2,600.00","4,800.00","3,600.00",Rs./Quintal,143.6,Metric Tonnes,11-12-2025
Karnataka,Tumkur,Tumkur APMC,Cereals,Rice,Other,Local,"3,400.00","5,900.00","4,500.00",Rs./Quintal,421.8,Metric Tonnes,11-11-2025
Karnataka,Tumkur,Tumkur APMC,Cereals,Rice,Other,Local,"3,500.00","5,000.00","4,200.00",Rs./Quintal,53.4,Metric Tonnes,09-01-2026
Karnataka,Tumkur,Tumkur APMC,Cereals,Rice,Other,Local,"3,600.00","5,800.00","4,400.00",Rs./Quintal,90.4,Metric Tonnes,06-01-2026
Karnataka,Tumkur,Tumkur APMC,Cereals,Rice,Other,Local,"2,800.00","5,500.00","3,800.00",Rs./Quintal,394.6,Metric Tonnes,03-12-2025
